Feature ID,Taxon,Confidence
f1cc90a34338cd248d6cde6ff20f6a20,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade III;D_5__uncultured bacterium;D_6__uncultured bacterium,0.999997029
a133a24b4a69605f6866addd84018039,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family;D_5__Acidibacter;D_6__uncultured marine bacterium,0.963996699
711cdee9b83a816ef327fea01338957c,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family;D_5__Acidibacter,0.728929471
6ea794aa47071a501015fbad65dd1575,D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Acholeplasmatales;D_4__Acholeplasmataceae;D_5__Acholeplasma;D_6__uncultured marine bacterium,0.967399613
84a79b9e6548f9624d2d758e5030b18a,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group,1
c7afbd062dae23491d83984fe4386c9c,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Candidatus Aquiluna,0.994211081
6f1ef5652fec7baf3341adf218299edb,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae,0.999984004
98b4799119283d1389a0151e222832cd,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Cyanobium PCC-6307;D_6__uncultured marine bacterium,0.768591095
f4abd32ff2c89cbbf103dd8a13d63d7c,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__NS11-12 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium,0.999518899
91247b8e53a048da3d777777284d8dad,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Cyanobium PCC-6307;D_6__uncultured cyanobacterium,0.95864016
fbbc649b1c6ec671b3ad2248ffc21563,D_0__Bacteria;D_1__Planctomycetes;D_2__OM190;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0.993233405
e9152853e1d8630f9e0a26870da742a9,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae,0.999524196
5fbd67cda1e78321177bd4c3762d720f,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Aquibacter;D_6__uncultured bacterium,0.950835564
ec884156bfdaa8333e0a800b35a71d54,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Opitutaceae;D_5__Cephaloticoccus;D_6__uncultured bacterium,0.997669473
e66893ec9c61f9999656e619c08ae986,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola,0.99925229
b9dc48f4d98a8df739a779de4f256941,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Sporichthyaceae;D_5__hgcI clade;D_6__uncultured Candidatus Planktophila sp.,0.721258526
bb1aede821f34ae2ff572dd104ab9edc,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__TRA3-20,0.999955415
02ee69101655c2c379be21482892c23c,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Cymbomonas tetramitiformis;D_5__Cymbomonas tetramitiformis;D_6__Cymbomonas tetramitiformis,0.990448287
352802c9d8be8d8759fb43d289b818f6,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Hemiselmis virescens;D_5__Hemiselmis virescens;D_6__Hemiselmis virescens,0.999086855
df4ae84d1e62e9ba7a0a5fb518d5b126,D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae;D_5__Arcobacter;D_6__Arcobacter cryaerophilus,0.923523294
132244e7d03cc5f4e29a59d9440488e7,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae,0.999991059
95b599ea0ddc5a65f29d8e807785011c,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__Pseudohongiella,0.999996198
a5e9e3253c3a817795de811b3b7876ad,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__BIyi10,0.770152879
a43f1cb4098183bc58828a5f288249e0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Curvibacter,0.801783295
fa54247f3b7a2194cf8f626d65d4702a,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Methylophilaceae;D_5__Candidatus Methylopumilus;D_6__uncultured bacterium,0.886069641
4559f6a9fd835b9be8f0739368d8f53f,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__uncultured Cryptomonadaceae;D_5__uncultured Cryptomonadaceae;D_6__uncultured Cryptomonadaceae,0.93253631
8f32458565405e1b1289023dcc7a7a30,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__uncultured;D_6__marine metagenome,0.929483579
1669e6d156bac4e9fcbd417984f0fa4e,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured;D_6__marine metagenome,0.782920905
fab3fd2d494ec2e8b120285baf2cd86e,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Cyanobium PCC-6307,0.999992239
3ce959760e4b3803582b759724eaaa38,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium,0.935170335
9188c24f140f94e8133b1e9209043bcd,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__Silvanigrella,0.946808982
2cfe9c4ed0fd92fcfca5a74bb15ef2fd,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;D_6__uncultured bacterium,0.983483687
7c59725d24ec30e3c5256fe9535d1326,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__CL500-29 marine group;D_6__bacterium enrichment culture clone B18(2011),0.752550932
b0b0444599635c47adaf7c1f1a54e4a2,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade III,1
909cbd770e2d89488fb56dd322c35de8,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Guillardia theta;D_5__Guillardia theta;D_6__Guillardia theta,0.77190848
67ac549da21a17a110ff42822094d9f1,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Methylophilaceae;D_5__OM43 clade,0.999887496
c27bb6051d564d1aedffa8a2cb41a5a2,D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Acholeplasmatales;D_4__Acholeplasmataceae;D_5__Acholeplasma;D_6__uncultured marine bacterium,0.993268549
97167836f307b02f8dfcfdcaf258ff9d,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae,0.995782654
b91b40224c30a4f55e2af06b4ae7a7b5,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae,1
5aab9e30717dbac2cbbbe34061a0fbef,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Cymbomonas tetramitiformis;D_5__Cymbomonas tetramitiformis;D_6__Cymbomonas tetramitiformis,0.994461462
31a7e2641c6f77875c6138ec88b1fff0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;D_6__uncultured bacterium,0.978225434
d6deb335f8d88b70d0f6401cd3b9a115,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Qipengyuania,0.783487722
49a8b545a28cdd683ff7b535c0324b84,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__MWH-UniP1 aquatic group;D_6__uncultured bacterium,0.992744318
d42aaf2d70c9619f285da86377e34511,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae;D_5__uncultured verrucomicrobium DEV059;D_6__uncultured verrucomicrobium DEV059,0.857200633
7593069ddf9d1dd34dc550f0c5b4e1b0,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Cyanobium PCC-6307,0.999846083
68fa0b6bee83a8adc9a1c17fb4c0632b,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__env.OPS 17;D_5__uncultured bacterium;D_6__uncultured bacterium,0.806313807
d655802d9a77cd3b46070d6a9d394236,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Candidatus Aquiluna;D_6__uncultured bacterium,0.855968499
a150a57778b613f56ffa16f7099c3586,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae,0.999999814
fed32c6f9955170f16fb56c02e72e16c,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast,1
5a456dafe2653d3af36f8be08d64c527,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Sporichthyaceae;D_5__hgcI clade;D_6__uncultured actinobacterium,0.772135349
152bc1384a7c013e81ee6895ddad6cf7,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__Pseudohongiella;D_6__uncultured gamma proteobacterium,0.90006384
5981fccf89a0cd3c6e4a5aef57a913e6,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Sporichthyaceae,0.999999984
0a012fac7c09eff52e1dc5ff790e672e,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured,0.888433629
d38de71016bf2f35f5ec5fe27be9ef94,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Kordiimonadales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium,0.920346308
3d1267a942d522df20f95e75ef048a5c,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group;D_6__uncultured Flavobacterium sp.,0.73145227
6bb945444cfef38bd4040c46f73d2386,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae,0.999997974
1fc9ddc6c7c862c7be8fe64a3d2fae4d,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__env.OPS 17,0.998966613
12df5db00c0cbcb87e6e65b2b38f1804,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast,1
29b21b000d2ab8ed121326e8502e3764,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__uncultured;D_6__uncultured bacterium,0.906747012
034856416297c1120eadadc3dbc0de65,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Nannochloropsis oculata;D_6__Nannochloropsis oculata,0.920337048
6401c6579cefe72c5db457a5b78d27aa,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae,0.985293974
54c0d335ecea2554b8e643f538fe19fd,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola;D_6__uncultured Flavobacterium sp.,0.975407614
d96cfe315c37a9c8306351fa96f635da,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Eutreptiella gymnastica;D_5__Eutreptiella gymnastica;D_6__Eutreptiella gymnastica,1
8b3c70f0a85c54381841af9b6d5e3e92,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter;D_6__Acinetobacter lwoffii,0.751543476
e9b68c0f087795229a10c742e2fe8c2a,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Sporichthyaceae,0.999999999
9ef7b4dc5fefca2b17be2d3129fb4422,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae;D_5__HdN1;D_6__gamma proteobacterium HdN1,0.997288932
20492d4e8acdc9623d447e7c4b6e2b5b,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Rickettsiaceae;D_5__Candidatus Megaira,0.999999692
4a83156b9296993ba23cb149f2315949,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae,0.999996819
317116344c2a65a2da4eb764ff073cfd,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__uncultured rhodophyte;D_5__uncultured rhodophyte;D_6__uncultured rhodophyte,0.905695324
cd73b5778b40361d9cd6ae7bf2b34db6,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Spongiibacteraceae;D_5__BD1-7 clade;D_6__metagenome,0.961641804
a429259c703b5efbdb4e3d3aa0c0f1c7,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Sporichthyaceae,1
42372964f4318e16367fff6dee5a0668,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia,0.995423934
5d5972a4cbd35da36b184d03923d1865,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__CL500-29 marine group;D_6__bacterium enrichment culture clone B97(2011),0.729725867
ccc81b94e2c451dbd0c3bbb0df531486,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter,0.999944371
ef569b91a524a657ab8cb74ec6860d51,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast,1
2af3c75dc170116b7b57eeb60f5e69a2,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast,1
ef541bf00a738924c00d1e0119d60e20,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Terrimicrobiaceae;D_5__Terrimicrobium;D_6__uncultured bacterium,0.991181392
80f811d6cda5de6913ef28d372232dd6,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Sporichthyaceae;D_5__hgcI clade,0.811977977
e52959aed4c478a416990af8d9c1a130,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Sediminibacterium,0.999977455
7588a5ae697796352c6da36b9385e2fa,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae;D_5__Cloacibacterium,0.987599839
4be8faf1a7660c1a6ef6a2f9569d0111,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Sporichthyaceae,0.999999998
d7d3747fcdb4cd726b650203a0b8fa32,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__Pseudohongiella,0.999999881
93a476ee41a88e18e4ace13e4b709a3f,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__MWH-UniP1 aquatic group;D_6__uncultured beta proteobacterium,0.705715816
6eb5e36d0fdbe6231bc254955fb2cbba,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Sporichthyaceae;D_5__hgcI clade;D_6__uncultured actinobacterium,0.863770209
fe807a291beb7c08baa8c2cac4c0d8ba,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales,0.999922636
9616fc0bf6da4c4c8afec3159a58d877,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Ga0077536;D_4__uncultured sulfur-oxidizing symbiont bacterium;D_5__uncultured sulfur-oxidizing symbiont bacterium;D_6__uncultured sulfur-oxidizing symbiont bacterium,0.950721845
30d93984a2948563ea7298fcb5f91c83,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Terrimicrobiaceae;D_5__Terrimicrobium;D_6__uncultured bacterium,0.854680583
c47030e584e8dc7108b7275eae0f64db,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured,0.999996988
8bc1b57bcb718da5ae9e0b7c600b0180,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__JTB23;D_4__metagenome;D_5__metagenome;D_6__metagenome,0.969155188
5b8c4497b36bcb455fa542587a47bbce,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__uncultured bacterium;D_6__uncultured bacterium,0.986205629
f6304a9f3e001d9fa42b6e11bc67b3f9,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__JG36-TzT-191;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0.809498773
49c475aa30bcc7cf6260fc2ba6d996d3,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II,0.774397574
27e615e0b38d590d1e2125359864b857,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Alkanindiges;D_6__uncultured bacterium,0.76285893
97d17d6d22e834883d832a3fd6eaebb3,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola,0.999161415
a27b60d9a8e5ca9acb91772753d25354,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia,0.940863643
2bb1191e8a99309d16c03169c2ea5e00,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__NS10 marine group;D_6__uncultured bacterium,0.999766148
380494b9ffaeeb81e69625bc247e443c,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingorhabdus,0.999958565
01be556578e09c1cf4b8146c037e9ace,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__TRA3-20,0.999905407
3b84856b01669f22a63bb8e40add272a,D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Erysipelotrichaceae UCG-004,0.994051362
d113c507e161de58229edb898f19c929,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__env.OPS 17;D_5__uncultured bacterium;D_6__uncultured bacterium,0.940517771
cd18519948001bc5791d4b4b61c1ac00,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__CL500-3;D_6__uncultured marine bacterium,0.827351886
67408b24298a455f1a2077211aa5809f,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Dinghuibacter;D_6__uncultured bacterium,0.842171053
364729809520b792e9795bcc0ce8d941,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured;D_6__uncultured bacterium,0.746502466
47b3b69810bb064d65d2e0a645a1d7a2,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae,0.99999871
1c3b4a728a2804335fcd7e9d5a849cfa,D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia;D_3__Balneolales;D_4__Balneolaceae;D_5__uncultured;D_6__uncultured Sphingobacteriales bacterium,0.999918979
9d05a18d87b71e35d927afac32b465d2,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__uncultured,0.915559875
4151ad24d72aa0f25ed0494b7cc88f28,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Rubinisphaeraceae;D_5__uncultured;D_6__uncultured bacterium,0.994357508
e9312de33bfc446808ed01039d9f9a17,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__uncultured Bacteroidetes bacterium;D_6__uncultured Bacteroidetes bacterium,0.987895034
84c12d54d9cb2c3558672836ceb0058c,D_0__Bacteria,0.997426196
4e728360f1f39c0608a86baba5c0374e,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium;D_6__uncultured soil bacterium,0.836917968
25beb70ff96f7b9aa75c1e4b66e5245f,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Blfdi19;D_5__uncultured bacterium;D_6__uncultured bacterium,0.95631189
97679a6da0268511d3bdf68483f52a98,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__OPB56,0.999999999
85d30f3499b851e921e13f388b0e538b,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast,1
2526bd4c55789bbfdac502c21ae1d62c,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae,0.999999491
3bc1044944ca1c088afeddd808f937bc,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;D_6__metagenome,0.999995087
5eec73e9df4e7b8a885e02ec4145ed0c,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales,0.997831542
